Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Ids,TMDB_Id,TMDB_Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,SciFi,TV,Thriller,War,Western,Bad Words
Brazil,1985,132,7.9,84.0,9.93,"2,06,294",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,"(68, [35, 878])",68.0,"[35, 878]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
Spartacus,1960,197,7.9,87.0,30,"1,39,331","The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.","(967, [36, 10752, 18, 12])",967.0,"[36, 10752, 18, 12]",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
The Nightmare Before Christmas,1993,76,7.9,82.0,75.08,"3,54,263","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","(9479, [14, 16, 10751])",9479.0,"[14, 16, 10751]",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Per un pugno di dollari,1964,99,7.9,65.0,14.5,"2,25,217","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.","(391, [37])",391.0,[37],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Ten Commandments,1956,220,7.9,7.8500000000000005,93.74,"74,769","Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.","(372519, [18])",372519.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charade,1963,113,7.9,83.0,13.47,"81,967",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"(4808, [35, 9648, 10749])",4808.0,"[35, 9648, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kôkaku kidôtai,1995,83,7.9,76.0,0.52,"1,50,058",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"(12140, [16, 18, 878])",12140.0,"[16, 18, 878]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
Wo hu cang long,2000,120,7.9,94.0,128.08,"2,76,811",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,"(263341, [28, 12, 18])",263341.0,"[28, 12, 18]",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Låt den rätte komma in,2008,114,7.9,82.0,2.12,"2,22,219","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.","(13310, [27, 18])",13310.0,"[27, 18]",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8
The Wrestler,2008,109,7.9,80.0,26.24,"3,14,231","A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.","(12163, [18, 10749])",12163.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,104
All the President's Men,1976,138,7.9,84.0,70.6,"1,21,618","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.","(891, [18, 36, 9648, 53])",891.0,"[18, 36, 9648, 53]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,26
Before Midnight,2013,109,7.9,94.0,8.11,"1,66,107",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,"(132344, [10749, 18])",132344.0,"[10749, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,71
Bound by Honor,1993,180,7.9,47.0,4.5,"32,929","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.","(9702, [80, 28, 18, 53])",9702.0,"[80, 28, 18, 53]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,127
Doctor Zhivago,1965,197,7.9,69.0,111.72,"79,911","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.","(907, [18, 10749, 10752])",907.0,"[18, 10749, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5
Nosferatu,1922,94,7.9,7.9,,"1,01,519",Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,"(426063, [18, 14, 27, 9648])",426063.0,"[18, 14, 27, 9648]",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
Notorious,1946,102,7.9,100.0,10.46,"1,04,350",The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,"(14410, [10402, 18, 36])",14410.0,"[10402, 18, 36]",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Manbiki kazoku,2018,121,7.9,93.0,3.31,"81,707","On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.","(505192, [18, 80, 53])",505192.0,"[18, 80, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Ying xiong,2002,120,7.9,85.0,53.71,"1,85,034","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.","(1058371, [10752])",1058371.0,[10752],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Killing,1956,84,7.9,91.0,,"93,578",Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,"(247, [80, 53])",247.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Being There,1979,130,7.9,83.0,30.18,"75,363","After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.","(10322, [35, 18])",10322.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
Serbuan maut 2: Berandal,2014,150,7.9,71.0,2.63,"1,28,092","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","(180299, [28, 80, 53])",180299.0,"[28, 80, 53]",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90
The Searchers,1956,119,7.9,94.0,,"93,390",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,"(3114, [37])",3114.0,[37],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A Streetcar Named Desire,1951,122,7.9,97.0,8,"1,11,818",Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"(702, [18])",702.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wild Bunch,1969,145,7.9,98.0,12.06,"87,997","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","(576, [37])",576.0,[37],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49
King Kong,1933,100,7.9,92.0,10,"88,428","A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.","(254, [12, 18, 28])",254.0,"[12, 18, 28]",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancer in the Dark,2000,140,7.9,63.0,4.18,"1,13,668",An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,"(16, [18, 80])",16.0,"[18, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Story,1983,93,7.9,77.0,20.61,"1,61,373","In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.","(850, [35, 10751])",850.0,"[35, 10751]",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
Patton,1970,172,7.9,86.0,61.7,"1,05,637",The World War II phase of the career of controversial American general George S. Patton.,"(11202, [10752, 18, 36])",11202.0,"[10752, 18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,47
Togo,2019,113,7.9,69.0,,"52,579","The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.","(884363, [80, 18])",884363.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Harold and Maude,1971,91,7.9,62.0,,"79,950","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.","(343, [35, 18, 10749])",343.0,"[35, 18, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
Sing Street,2016,106,7.9,79.0,3.24,"97,925",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"(369557, [35, 10749, 18, 10402])",369557.0,"[35, 10749, 18, 10402]",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24
The Artist,2011,100,7.9,89.0,44.67,"2,45,519",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"(74643, [18, 35, 10749])",74643.0,"[18, 35, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
The Manchurian Candidate,1962,126,7.9,94.0,,"77,664",An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,"(982, [53, 18])",982.0,"[53, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
The Big Sleep,1946,114,7.9,86.0,6.54,"88,413","Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love.","(910, [80, 9648, 10749])",910.0,"[80, 9648, 10749]",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Trois couleurs: Bleu,1993,94,7.9,87.0,1.32,"1,06,876",A woman struggles to find a way to live her life after the death of her husband and child.,"(108, [18])",108.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Once Were Warriors,1994,102,7.9,77.0,2.2,"35,797",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,"(527, [18])",527.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131
Short Term 12,2013,96,7.9,82.0,1.01,"89,975",A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,"(169813, [18])",169813.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86
Harvey,1950,104,7.9,8.066666666666666,,"57,092","Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.","(11787, [35, 14])",11787.0,"[35, 14]",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lion in Winter,1968,134,7.9,8.083333333333334,22.28,"32,913","1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.","(18988, [18, 36])",18988.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27
Rope,1948,80,7.9,73.0,,"1,48,933",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,"(1580, [18, 80, 53])",1580.0,"[18, 80, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Strangers on a Train,1951,101,7.9,88.0,7.63,"1,37,645",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,"(845, [80, 53])",845.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In Cold Blood,1967,134,7.9,89.0,,"27,918","Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.","(18900, [80, 18])",18900.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37
Hable con ella,2002,112,7.9,86.0,9.36,"1,15,402",Two men share an odd friendship while they care for two women who are both in deep comas.,"(64, [18, 10749])",64.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
Il conformista,1970,113,7.9,100.0,0.54,"32,373","A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.","(8416, [18])",8416.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sacrifice,1986,149,7.9,7.908333333333334,0.3,"29,863","At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.","(394661, [53, 80, 9648])",394661.0,"[53, 80, 9648]",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Bin-jip,2004,88,7.9,72.0,0.24,"56,869",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,"(1280, [18, 10749, 80])",1280.0,"[18, 10749, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16
Gegen die Wand,2004,121,7.9,78.0,,"56,154","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.","(363, [18, 10749])",363.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Cat on a Hot Tin Roof,1958,108,7.9,84.0,17.57,"51,866",Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,"(261, [18])",261.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Arsenic and Old Lace,1944,118,7.9,7.94,,"73,105",A Brooklyn writer of books on the futility of marriage risks his reputation after he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,"(212, [35, 80])",212.0,"[35, 80]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amour,2012,127,7.9,95.0,6.74,"1,03,400","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","(86837, [18, 10749])",86837.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Le cercle rouge,1970,140,7.9,92.0,0.37,"26,928","After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.","(11657, [53, 80])",11657.0,"[53, 80]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kagemusha,1980,180,7.9,84.0,,"37,080",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,"(11953, [28, 18, 36, 10752])",11953.0,"[28, 18, 36, 10752]",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Laura,1944,88,7.9,7.94,4.36,"49,418",A police detective falls in love with the woman whose murder he is investigating.,"(1939, [18, 9648])",1939.0,"[18, 9648]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
The Adventures of Robin Hood,1938,102,7.9,97.0,3.98,"53,115","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.","(10907, [12, 10749, 36])",10907.0,"[12, 10749, 36]",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
My Name Is Khan,2010,165,7.9,50.0,4.02,"1,11,629",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,"(26022, [18, 10749])",26022.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
Taeksi woonjunsa,2017,137,7.9,69.0,1.53,"28,077","A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.","(437068, [28, 18, 36])",437068.0,"[28, 18, 36]",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,34
Hiroshima mon amour,1959,90,7.9,8.085714285714285,0.09,"34,371",A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,"(5544, [18, 36, 10749])",5544.0,"[18, 36, 10749]",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,90
Darbareye Elly,2009,119,7.9,87.0,0.11,"55,529",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,"(37181, [18])",37181.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Mildred Pierce,1945,111,7.9,88.0,,"27,604",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"(3309, [80, 18])",3309.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarcord,1973,123,7.9,7.881818181818182,0.58,"45,440",A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,"(7857, [35, 18])",7857.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
Kal Ho Naa Ho,2003,186,7.9,54.0,1.79,"72,406","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","(4254, [35, 18, 10749])",4254.0,"[35, 18, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
Miracle on 34th Street,1947,96,7.9,88.0,2.65,"51,389","After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.","(11881, [35, 18, 10751])",11881.0,"[35, 18, 10751]",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
In a Lonely Place,1950,94,7.9,8.066666666666666,,"33,546","A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.","(17057, [18, 9648, 10749, 53, 80])",17057.0,"[18, 9648, 10749, 53, 80]",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
The Thin Man,1934,91,7.9,86.0,,"31,518","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.","(3529, [35, 80, 9648])",3529.0,"[35, 80, 9648]",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ascenseur pour l'échafaud,1958,91,7.9,94.0,0.11,"27,413","A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.","(1093, [80, 18, 53])",1093.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13
The Big Heat,1953,89,7.9,7.983333333333333,,"27,922",Tough cop Dave Bannion takes on a politically powerful crime syndicate.,"(14580, [80, 53])",14580.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Lost Weekend,1945,101,7.9,7.95,9.46,"38,956",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,"(28580, [18])",28580.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan's Travels,1941,90,7.9,8.066666666666668,,"27,728",Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,"(16305, [12, 35, 10749])",16305.0,"[12, 35, 10749]",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hoje Eu Quero Voltar Sozinho,2014,96,7.9,71.0,0.1,"26,780","Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.","(237791, [18, 10749])",237791.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1
"4 luni, 3 saptamâni si 2 zile",2007,113,7.9,97.0,1.19,"62,141",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,"(2009, [18])",2009.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gully Boy,2019,154,7.9,65.0,5.57,"41,774",A coming-of-age story based on the lives of street rappers in Mumbai.,"(491625, [18, 10402])",491625.0,"[18, 10402]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14
La Belle et la Bête,1946,96,7.9,92.0,0.3,"27,365","A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.","(197796, [14, 10749])",197796.0,"[14, 10749]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bronenosets Potemkin,1925,75,7.9,97.0,0.05,"59,862","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.","(643, [18, 36, 10752])",643.0,"[18, 36, 10752]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1
Jab We Met,2007,138,7.9,7.876,0.41,"56,156",A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,"(11807, [18, 35, 10749])",11807.0,"[18, 35, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
Vozvrashchenie,2003,110,7.9,82.0,0.5,"46,543","In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.","(63095, [10749, 18])",63095.0,"[10749, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
Nueve reinas,2000,114,7.9,80.0,1.22,"55,207","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").","(18079, [80, 53])",18079.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
C.R.A.Z.Y.,2005,129,7.9,81.0,,"33,683","A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.","(11421, [35, 18])",11421.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Såsom i en spegel,1961,90,7.9,84.0,,"26,523","Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.","(11602, [18])",11602.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La règle du jeu,1939,110,7.9,99.0,,"30,374","A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.","(776, [18, 35, 10749])",776.0,"[18, 35, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15
Dev.D,2009,144,7.9,7.892,0.01,"31,570","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?","(15977, [35, 18, 10749])",15977.0,"[35, 18, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1
No Man's Land,2001,98,7.9,84.0,1.06,"48,084","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.","(34379, [28, 18, 80])",34379.0,"[28, 18, 80]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47
Super 30,2019,154,7.9,8.034615384615385,2.27,"34,529",Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,"(534075, [18])",534075.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Badhaai ho,2018,124,7.9,8.028571428571428,,"36,357",A man is embarrassed when he finds out his mother is pregnant.,"(547654, [35, 10749, 18])",547654.0,"[35, 10749, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11
Padman,2018,140,7.9,8.028571428571428,1.66,"27,518","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.","(373320, [10751, 35])",373320.0,"[10751, 35]",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2015,159,7.9,7.922727272727273,,"59,034","An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.","(314389, [28, 53])",314389.0,"[28, 53]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Airlift,2016,130,7.9,7.9222222222222225,,"58,010","When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.","(375290, [18, 36, 28])",375290.0,"[18, 36, 28]",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dunkirk,2017,106,7.8,94.0,188.37,"6,98,509","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","(374720, [10752, 28, 18])",374720.0,"[10752, 28, 18]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
John Wick: Chapter 4,2023,169,7.8,78.0,,"2,53,713","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","(603692, [28, 53, 80])",603692.0,"[28, 53, 80]",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
The Batman,2022,176,7.8,72.0,369.35,"7,16,891","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","(414906, [80, 9648, 53])",414906.0,"[80, 9648, 53]",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,33
Everything Everywhere All at Once,2022,139,7.8,81.0,72.86,"4,67,995",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"(545611, [28, 12, 878])",545611.0,"[28, 12, 878]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
Little Women,2019,135,7.8,91.0,108.1,"2,24,357","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","(331482, [18, 10749, 36])",331482.0,"[18, 10749, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Pride & Prejudice,2005,129,7.8,82.0,38.41,"3,12,693","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","(4348, [18, 10749])",4348.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1
